periode,temp_max,nbj_ac,nj_vdc,prec_cumul,p_d_s,prec_intense,nbj_prec,nom,insee,secheresses,secheresse
H1,15.22,58,16,620.45,23,5.3,4.15,LES VILLAGES VOVEENS,28422,1,1
H1,15.27,59,16,617.09,23,5.34,4.17,YMONVILLE,28426,1,1
H1,15.28,59,17,616.83,22,5.29,4.12,TRANCRAINVILLE,28392,1,1
H1,15.28,59,18,616.14,22,5.26,4.0,NEUVILLE SAINT DENIS,28319,1,1
H1,15.66,63,19,642.67,22,5.45,4.2,OUTARVILLE,45240,1,1
H1,15.69,63,19,645.01,22,5.43,4.15,MORVILLE-EN-BEAUCE,45217,1,1
H1,15.67,64,19,645.61,22,5.44,4.15,CESARVILLE-DOSSAINVILLE,45065,1,1
H1,15.79,63,19,644.2,22,5.44,4.23,LE MALESHERBOIS,45191,1,1
H1,15.57,63,19,669.93,22,5.65,4.19,FROMONT,77198,1,1
H1,15.63,63,19,666.71,22,5.63,4.15,CHEVRAINVILLIERS,77112,1,1
H1,15.66,64,20,726.64,21,6.17,4.18,NEMOURS,77333,0,0
H1,15.52,64,20,735.87,21,6.23,4.17,NANTEAU-SUR-LUNAIN,77329,0,0
H1,15.41,64,21,698.88,22,6.04,4.17,CHEVRY-EN-SEREINE,77115,1,1
H1,15.61,66,22,769.68,22,6.63,4.31,VALLERY,89428,0,0
H1,15.36,66,21,775.34,22,6.75,4.35,SAINT-SEROTIN,89369,0,0
H1,16.05,66,21,699.86,23,5.89,4.13,SAINT-DENIS-LES-SENS,89342,0,0
H1,15.57,66,21,791.63,21,6.78,4.06,SOUCY,89399,0,0
H1,15.45,66,20,797.02,21,6.83,4.06,LES CLERIMOIS,89111,0,0
H1,15.64,67,21,786.84,21,6.77,3.95,BAGNEAUX,89027,0,0
H1,15.37,67,21,800.4,21,6.84,3.94,SAINT-BENOIST-SUR-VANNE,10335,0,0
H1,15.21,67,21,806.77,21,6.88,3.95,NEUVILLE-SUR-VANNE,10263,0,0
H1,15.01,67,21,814.15,21,6.99,4.13,BUCEY-EN-OTHE,10066,0,0
H1,15.08,67,22,715.92,21,6.03,4.05,LAINES-AUX-BOIS,10186,0,0
H1,15.4,67,21,707.79,21,5.9,4.08,BUCHERES,10067,0,0
H1,15.66,70,23,787.59,20,6.57,4.13,CLEREY,10100,0,0
H1,15.55,71,24,792.04,20,6.59,4.35,MONTIERAMEY,10249,0,0
H1,15.25,71,24,802.88,20,6.77,4.33,VENDEUVRE-SUR-BARSE,10401,0,0
H1,14.8,71,25,822.15,20,6.94,4.08,MAGNY-FOUCHARD,10215,0,0
H1,14.94,73,26,878.47,20,7.53,4.07,SPOY,10374,0,0
H1,15.17,73,26,866.5,19,7.45,3.92,VOIGNY,10440,0,0
H1,14.38,74,25,1022.36,19,8.92,4.0,COLOMBEY LES DEUX EGLISES,52140,0,0
H1,14.04,73,24,1034.53,19,8.87,3.98,LACHAPELLE-EN-BLAISY,52254,0,0
H1,14.4,75,25,1014.69,19,8.79,3.79,OUDINCOURT,52371,0,0
H1,14.28,74,25,1016.25,19,8.79,3.98,BRIAUCOURT,52075,0,0
H1,14.16,74,25,1021.09,19,8.79,3.98,CIREY-LES-MAREILLES,52128,0,0
H1,13.7,73,25,1037.97,19,8.87,4.08,ECOT-LA-COMBE,52183,0,0
H1,13.46,71,25,967.32,20,8.43,4.37,ROMAIN-SUR-MEUSE,52433,0,0
H1,13.84,72,25,950.77,20,8.25,4.37,BOURMONT-ENTRE-MEUSE-ET-MOUZON,52064,0,0
H1,13.79,73,25,987.22,19,8.32,4.46,SOULAUCOURT-SUR-MOUZON,52482,0,0
H1,13.62,73,25,993.47,19,8.38,4.45,BULGNEVILLE,88079,0,0
H1,13.57,72,25,993.79,19,8.39,4.35,VITTEL,88516,0,0
H1,13.69,73,26,997.99,19,8.52,4.45,ESLEY,88162,0,0
H1,14.03,74,27,984.67,20,8.45,4.35,LEGEVILLE-ET-BONFAYS,88264,0,0
H1,14.12,75,28,1104.76,19,9.55,4.32,DAMAS-ET-BETTEGNEY,88122,0,0
H1,13.91,75,28,1130.54,19,9.66,4.31,SANCHEY,88439,0,0
H1,13.91,75,28,1130.62,19,9.65,4.31,EPINAL,88160,0,0
H1,13.51,77,29,1147.67,19,9.93,4.22,CHARMOIS-DEVANT-BRUYERES,88091,0,0
H1,13.21,79,30,1570.02,18,13.51,4.13,LEPANGES-SUR-VOLOGNE,88266,0,0
H1,12.75,78,29,1612.74,18,14.01,4.25,LA CHAPELLE-DEVANT-BRUYERES,88089,0,0
H1,12.21,78,30,1647.04,17,14.11,4.37,GERBEPAL,88198,0,0
H1,11.44,75,27,1717.91,16,14.48,4.67,PLAINFAING,88349,0,0
H1,11.13,75,27,1611.39,17,13.27,4.6,ORBEY,68249,0,0
H1,13.12,75,26,839.23,18,6.95,4.45,KAYSERSBERG VIGNOBLE,68162,0,0
H1,15.44,76,26,741.7,19,6.32,4.77,BENNWIHR,68026,0,0
H1,15.67,75,25,739.15,19,6.21,4.8,PORTE DU RIED,68143,0,0
H1,15.2,74,23,735.52,21,6.12,4.67,MARCKOLSHEIM,67281,0,0
H1,14.69,74,24,764.55,21,6.37,4.42,MARCKOLSHEIM,67281,0,0
H1,15.59,30,7,816.91,25,6.95,4.38,DOUARNENEZ,29046,1,1
H1,15.43,29,8,813.87,25,6.96,4.37,PLONEVEZ-PORZAY,29176,1,1
H1,15.39,37,10,1061.28,23,9.01,4.73,CAST,29025,1,1
H1,15.22,38,10,1215.93,22,10.45,4.54,CAST,29025,1,1
H1,14.85,36,9,1076.11,22,9.26,4.32,GOUEZEC,29062,1,1
H1,14.93,36,9,1076.99,22,9.27,4.35,LAZ,29122,1,1
H1,14.81,36,9,1081.24,21,9.24,4.42,SAINT-GOAZEC,29249,1,1
H1,14.48,36,8,1095.39,22,9.3,4.18,SPEZET,29278,1,1
H1,14.72,42,11,1135.54,22,9.62,4.2,LANGONNET,56100,1,1
H1,14.47,41,10,1043.35,21,8.62,4.33,GLOMEL,22061,1,1
H1,14.51,42,10,1041.31,21,8.59,4.35,MELLIONNEC,22146,1,1
H1,14.58,41,10,1036.51,21,8.63,4.17,PLELAUFF,22181,1,1
H1,14.66,41,10,1143.62,21,9.71,4.15,SAINTE-BRIGITTE,56209,1,1
H1,14.97,41,9,1016.5,21,8.43,4.12,GUERLEDAN,22158,1,1
H1,14.98,41,9,872.18,23,7.26,4.2,SAINT-CARADEC,22279,1,1
H1,14.79,41,9,878.5,22,7.37,4.17,TREVE,22376,1,1
H1,14.71,41,9,882.51,22,7.39,4.17,LA MOTTE,22155,1,1
H1,14.68,41,9,888.39,22,7.45,4.15,PLEMET,22183,1,1
H1,14.59,41,8,897.3,22,7.38,4.19,SAINT-VRAN,22333,1,1
H1,15.23,45,9,783.18,22,6.46,4.18,MERDRIGNAC,22147,1,1
H1,15.41,45,9,771.05,22,6.37,4.27,PLUMAUGAT,22240,1,1
H1,15.48,46,10,757.73,23,6.41,4.02,QUEDILLAC,35234,1,1
H1,15.52,47,10,756.49,23,6.54,4.19,LANDUJAN,35143,1,1
H1,15.3,47,10,763.82,24,6.58,4.3,IRODOUER,35135,1,1
H1,15.46,47,10,757.89,24,6.53,4.31,LANGOUET,35146,1,1
H1,15.51,46,10,760.25,24,6.51,4.2,MONTREUIL-LE-GAST,35193,1,1
H1,15.66,47,10,750.09,23,6.5,4.21,SAINT-AUBIN-D'AUBIGNE,35251,1,1
H1,15.53,48,11,835.96,22,7.23,4.22,GOSNE,35121,1,1
H1,15.47,48,12,838.59,22,7.27,4.38,RIVES-DU-COUESNON,35282,1,1
H1,15.4,48,11,843.36,22,7.3,4.48,COMBOURTILLE,35086,1,1
H1,15.23,48,11,852.56,22,7.39,4.52,PARCE,35214,1,1
H1,15.07,50,12,859.03,23,7.47,4.02,SAINT-PIERRE-DES-LANDES,53245,1,1
H1,15.11,50,13,855.94,23,7.45,4.02,MONTENAY,53155,1,1
H1,15.04,50,12,865.82,23,7.44,4.2,MONTENAY,53155,1,1
H1,15.32,53,13,802.82,23,6.99,4.43,SAINT-GEORGES-BUTTAVENT,53219,1,1
H1,15.48,52,13,794.35,23,6.91,4.43,MAYENNE,53147,1,1
H1,15.4,53,14,802.0,24,6.9,4.3,ARON,53008,1,1
H1,14.97,53,14,863.52,23,7.12,4.55,CHAMPGENETEUX,53053,1,1
H1,14.64,54,14,883.36,23,7.45,4.55,TRANS,53266,1,1
H1,15.0,53,13,858.21,22,7.25,4.69,SAINT-MARS-DU-DESERT,53236,1,1
H1,15.48,54,15,765.35,23,6.48,4.7,SAINT-GEORGES-LE-GAULTIER,72282,1,1
H1,15.63,54,15,757.82,23,6.4,4.73,ASSE-LE-BOISNE,72011,1,1
H1,15.73,53,14,754.38,23,6.44,4.57,FRESNAY-SUR-SARTHE,72138,1,1
H1,15.92,56,16,733.34,23,6.41,4.44,LES MEES,72192,1,1
H1,15.91,56,16,730.66,24,6.4,4.15,COMMERVEIL,72086,1,1
H1,15.42,53,14,791.6,23,6.64,4.27,SAINT-COSME-EN-VAIRAIS,72276,1,1
H1,15.12,55,15,754.85,22,6.37,4.38,IGE,61207,1,1
H1,15.07,55,15,759.41,22,6.46,4.17,SAINT-CYR-LA-ROSIERE,61379,1,1
H1,15.29,58,16,719.79,22,6.11,4.29,NOGENT-LE-ROTROU,28280,1,1
H1,14.99,59,17,733.91,22,6.21,4.24,CHAMPROND-EN-PERCHET,28072,1,1
H1,14.5,60,18,755.69,21,6.47,4.28,THIRON-GARDAIS,28387,1,1
H1,14.75,59,16,695.56,22,6.12,4.35,HAPPONVILLIERS,28192,1,1
H1,15.04,58,16,683.27,22,5.97,4.44,ILLIERS-COMBRAY,28196,1,1
H1,15.07,58,16,627.12,22,5.37,4.31,BLANDAINVILLE,28041,1,1
H1,15.13,58,16,624.82,22,5.35,4.31,LA BOURDINIERE-SAINT-LOUP,28048,1,1
H1,15.13,58,17,626.14,23,5.39,4.25,BONCE,28049,1,1
H1,15.18,58,16,624.44,23,5.32,4.15,BEAUVILLIERS,28032,1,1
H1,15.18,58,16,621.76,23,5.31,4.13,MOUTIERS,28274,1,1
H1,15.21,58,17,617.93,23,5.29,4.2,LEVESVILLE-LA-CHENARD,28210,1,1
H1,15.23,58,17,619.14,22,5.25,4.15,GOMMERVILLE,28183,1,1
H1,15.28,60,17,648.09,22,5.53,4.3,LE MEREVILLOIS,91390,1,1
H1,15.28,60,17,650.21,22,5.53,4.15,ABBEVILLE-LA-RIVIERE,91001,1,1
H1,15.26,61,18,649.47,22,5.54,4.21,BROUY,91112,1,1
H1,15.38,60,18,661.52,22,5.53,4.07,BOIGNEVILLE,91069,1,1
H1,15.55,63,18,731.31,22,6.16,4.4,BOISSY-AUX-CAILLES,77041,1,1
H1,15.6,63,19,728.71,21,6.14,4.31,LA CHAPELLE-LA-REINE,77088,1,1
H1,15.87,63,19,720.28,22,6.12,4.15,GREZ-SUR-LOING,77216,1,1
H1,15.87,63,19,723.85,21,6.11,4.3,VILLECERF,77501,1,1
H1,15.73,64,19,689.17,22,5.91,4.19,FLAGY,77184,1,1
H1,15.94,66,21,705.13,21,5.88,4.45,VILLENEUVE-LA-GUYARD,89460,0,0
H1,16.03,66,21,702.88,22,5.9,4.13,CHAMPIGNY,89074,0,0
H1,15.96,67,21,772.32,21,6.59,4.1,MICHERY,89255,0,0
H1,15.63,66,21,789.53,21,6.73,4.06,THORIGNY-SUR-OREUSE,89414,0,0
H1,15.43,66,20,797.02,21,6.82,4.0,PERCENEIGE,89469,0,0
H1,15.39,66,21,800.16,21,6.8,3.9,POUY-SUR-VANNES,10301,0,0
H1,15.15,67,21,808.21,21,6.96,3.99,VILLADIN,10410,0,0
H1,15.34,67,21,797.06,21,6.92,3.99,DIERREY-SAINT-PIERRE,10125,0,0
H1,14.77,67,21,734.19,21,6.16,4.21,MACEY,10211,0,0
H1,15.32,67,21,708.92,21,6.0,4.18,LA CHAPELLE-SAINT-LUC,10081,0,0
H1,15.44,67,22,704.09,21,5.96,4.15,SAINT-PARRES-AUX-TERTRES,10357,0,0
H1,15.25,67,21,718.18,21,6.04,4.22,LAUBRESSEL,10190,0,0
H1,15.66,71,23,787.69,21,6.6,4.13,GERAUDOT,10165,0,0
H1,15.4,71,23,797.48,21,6.66,4.15,RADONVILLIERS,10313,0,0
H1,15.28,70,23,799.98,20,6.74,4.27,UNIENVILLE,10389,0,0
H1,14.98,71,25,814.25,20,6.84,3.98,ECLANCE,10135,0,0
H1,14.82,74,26,884.98,20,7.61,3.98,FRESNAY,10161,0,0
H1,14.4,74,25,1025.14,19,8.8,4.12,RIZAUCOURT-BUCHEY,52426,0,0
H1,14.39,74,25,1020.26,19,8.79,3.8,GUINDRECOURT-SUR-BLAISE,52232,0,0
H1,14.37,74,25,1014.62,19,8.8,3.78,VIGNORY,52524,0,0
H1,14.18,74,25,1019.67,19,8.81,3.94,DOULAINCOURT-SAUCOURT,52177,0,0
H1,14.34,74,25,1012.62,19,8.71,3.94,MONTOT-SUR-ROGNON,52335,0,0
H1,13.93,74,25,1031.83,19,8.79,3.95,SAINT-BLIN,52444,0,0
H1,13.73,73,26,1037.52,19,8.86,4.17,PREZ-SOUS-LAFAUCHE,52407,0,0
H1,13.7,73,25,984.78,20,8.45,4.13,HARREVILLE-LES-CHANTEURS,52237,0,0
H1,13.53,73,25,993.31,19,8.47,4.29,LEMMECOURT,88265,0,0
H1,13.85,73,26,980.48,20,8.3,4.67,SANDAUCOURT,88440,0,0
H1,13.63,72,25,992.73,19,8.4,4.33,PAREY-SOUS-MONTFORT,88343,0,0
H1,13.85,73,26,992.03,19,8.45,4.52,ESTRENNES,88164,0,0
H1,14.22,74,26,984.36,20,8.41,4.19,VELOTTE-ET-TATIGNECOURT,88499,0,0
H1,13.79,73,27,1008.94,20,8.58,4.37,CIRCOURT,88103,0,0
H1,14.24,76,28,1113.56,19,9.57,4.4,THAON-LES-VOSGES,88465,0,0
H1,14.26,76,28,1113.2,19,9.56,4.42,DIGNONVILLE,88133,0,0
H1,14.13,76,27,1118.82,19,9.61,4.33,GIRECOURT-SUR-DURBION,88203,0,0
H1,13.82,77,28,1517.17,17,13.0,3.99,GRANDVILLERS,88216,0,0
H1,13.15,77,28,1572.03,17,13.52,4.23,BOIS-DE-CHAMP,88064,0,0
H1,13.45,78,28,1543.86,17,13.05,4.38,SAULCY-SUR-MEURTHE,88445,0,0
H1,13.05,78,28,1587.99,17,13.43,4.58,ENTRE-DEUX-EAUX,88159,0,0
H1,11.81,76,27,1569.1,17,12.8,4.88,SAINTE-MARIE-AUX-MINES,68298,0,0
H1,12.13,74,26,1560.47,17,12.73,4.77,RIBEAUVILLE,68269,0,0
H1,14.55,76,26,788.08,19,6.7,4.7,BERGHEIM,68028,0,0
H1,15.27,73,23,730.18,19,6.11,4.54,GUEMAR,68113,0,0
H1,15.31,73,23,734.59,20,6.13,4.54,HESSENHEIM,67195,0,0
H1,15.3,73,23,734.92,20,6.13,4.42,SCHŒNAU,67453,0,0
H1,15.59,30,7,816.44,25,6.94,4.3,CROZON,29042,1,1
H1,15.59,30,7,817.69,25,6.96,4.47,TELGRUC-SUR-MER,29280,1,1
H1,14.94,29,8,834.48,25,7.13,4.52,SAINT-NIC,29256,1,1
H1,15.23,36,10,1070.15,23,9.09,4.73,DINEAULT,29044,1,1
H1,15.52,37,10,1046.66,22,9.07,4.63,PORT-LAUNAY,29222,1,1
H1,15.38,43,10,1179.49,21,9.96,4.35,PLEYBEN,29162,1,1
H1,15.23,43,10,1188.54,21,10.04,4.35,PLONEVEZ-DU-FAOU,29175,1,1
H1,15.22,43,10,1185.7,21,10.03,4.5,LANDELEAU,29102,1,1
H1,15.2,42,10,1187.38,20,10.04,4.22,CLEDEN-POHER,29029,1,1
H1,14.83,36,8,1070.51,22,9.14,4.17,PLEVIN,22202,1,1
H1,14.66,41,10,1033.26,21,8.53,4.35,GLOMEL,22061,1,1
H1,14.5,41,9,1050.38,21,8.67,4.28,KERGRIST-MOELOU,22087,1,1
H1,14.77,42,9,1037.06,21,8.57,4.25,PLOUGUERNEVEL,22220,1,1
H1,14.71,41,9,1039.41,21,8.57,4.23,SAINT-IGEAUX,22334,1,1
H1,14.3,41,9,1060.62,21,8.78,4.45,SAINT-MAYEUX,22316,1,1
H1,14.54,41,9,910.4,23,7.51,4.29,MERLEAC,22149,1,1
H1,14.48,41,8,906.33,22,7.54,4.17,PLŒUC-L'HERMITAGE,22203,1,1
H1,14.71,41,9,886.99,22,7.4,4.21,PLOUGUENAST-LANGAST,22219,1,1
H1,14.32,41,9,908.81,22,7.62,4.15,LE MENE,22046,1,1
H1,14.68,41,8,893.08,22,7.46,4.22,LE MENE,22046,1,1
H1,15.28,46,9,782.28,22,6.56,4.25,ROUILLAC,22267,1,1
H1,15.53,45,8,778.11,22,6.44,4.17,BROONS,22020,1,1
H1,15.66,45,8,769.28,22,6.44,4.18,CAULNES,22032,1,1
H1,15.75,45,8,765.76,22,6.42,4.2,PLOUASNE,22208,1,1
H1,15.48,47,10,757.27,24,6.52,4.31,LONGAULNAY,35156,1,1
H1,15.72,46,10,752.61,24,6.44,4.25,TINTENIAC,35337,1,1
H1,15.65,46,10,755.33,24,6.46,4.23,GUIPEL,35128,1,1
H1,15.55,47,9,755.68,24,6.54,4.4,FEINS,35110,1,1
H1,15.6,48,10,833.19,22,7.24,4.33,VIEUX-VY-SUR-COUESNON,35355,1,1
H1,15.5,48,11,835.6,22,7.24,4.46,SAINT-HILAIRE-DES-LANDES,35280,1,1
H1,15.34,48,11,847.75,22,7.32,4.56,ROMAGNE,35243,1,1
H1,15.33,48,11,849.27,22,7.34,4.35,BEAUCE,35021,1,1
H1,14.89,48,11,876.74,22,7.59,4.19,LA CHAPELLE-FLEURIGNE,35062,1,1
H1,14.86,51,12,881.26,22,7.56,3.96,LARCHAMP,53126,1,1
H1,14.74,51,12,888.96,22,7.61,4.13,SAINT-DENIS-DE-GASTINES,53211,1,1
H1,14.89,51,13,880.05,22,7.63,4.28,CHATILLON-SUR-COLMONT,53064,1,1
H1,15.16,50,12,866.49,22,7.44,4.2,OISSEAU,53170,1,1
H1,14.96,53,14,867.04,23,7.26,4.28,CHAMPEON,53051,1,1
H1,14.68,53,14,882.12,22,7.28,4.45,LE RIBAY,53190,1,1
H1,14.8,53,14,873.8,23,7.23,4.62,VILLAINES-LA-JUHEL,53271,1,1
H1,14.68,53,14,877.3,22,7.48,4.67,AVERTON,53013,1,1
H1,14.96,53,13,865.84,21,7.35,4.7,SAINT-LEONARD-DES-BOIS,72294,1,1
H1,15.23,55,15,778.08,24,6.59,4.5,GESNES-LE-GANDELIN,72141,1,1
H1,15.36,54,14,772.9,24,6.54,4.46,CHAMPFLEUR,72056,1,1
H1,15.11,55,15,784.63,24,6.58,4.31,NEUFCHATEL-EN-SAOSNOIS,72215,1,1
H1,15.16,55,15,781.89,24,6.56,4.31,SAINT-LONGIS,72295,1,1
H1,15.08,53,14,809.31,22,6.79,4.55,CHEMILLI,61105,1,1
H1,14.78,55,15,772.72,22,6.47,4.31,SAINT-MARTIN-DU-VIEUX-BELLEME,61426,1,1
H1,14.83,55,16,768.21,22,6.45,3.98,PERCHE EN NOCE,61309,1,1
H1,14.98,56,16,759.14,22,6.37,4.12,VERRIERES,61501,1,1
H1,14.93,55,16,762.05,22,6.39,4.13,SABLONS SUR HUISNE,61116,1,1
H1,14.65,59,17,747.54,22,6.43,4.15,SAINTIGNY,28331,1,1
H1,14.54,60,17,707.95,22,6.16,4.23,CHAMPROND-EN-GATINE,28071,1,1
H1,14.83,59,17,636.19,22,5.46,4.38,SAINT-DENIS-DES-PUITS,28333,1,1
H1,15.02,59,17,628.98,22,5.38,4.31,OLLE,28286,1,1
H1,15.12,58,17,627.18,23,5.37,4.32,FONTENAY-SUR-EURE,28158,1,1
H1,15.2,58,17,624.33,23,5.34,4.47,MORANCEZ,28269,1,1
H1,15.15,58,17,626.93,23,5.32,4.2,FRANCOURVILLE,28160,1,1
H1,15.16,58,17,629.27,23,5.29,4.17,SANTEUIL,28366,1,1
H1,15.16,58,17,628.53,23,5.28,4.08,MAISONS,28230,1,1
H1,15.13,61,18,657.1,22,5.64,4.33,OYSONVILLE,28294,1,1
H1,15.21,61,18,654.64,22,5.62,4.42,CHALO-SAINT-MARS,91130,1,1
H1,15.28,60,17,652.1,22,5.56,3.98,ORMOY-LA-RIVIERE,91469,1,1
H1,15.28,59,17,671.22,22,5.57,4.18,VALPUISEAUX,91629,1,1
H1,15.41,59,17,667.33,22,5.54,4.18,MAISSE,91359,1,1
H1,15.59,59,17,660.87,22,5.51,4.33,NOISY-SUR-ECOLE,77339,1,1
H1,15.52,62,19,734.98,21,6.12,4.33,FONTAINEBLEAU,77186,1,1
H1,15.63,62,19,732.14,21,6.13,4.2,FONTAINEBLEAU,77186,1,1
H1,15.79,63,19,726.5,21,6.13,4.27,SAINT-MAMMES,77419,1,1
H1,15.82,63,19,728.08,21,6.14,4.48,LA GRANDE-PAROISSE,77210,1,1
H1,16.04,63,19,684.58,22,5.85,4.21,MAROLLES-SUR-SEINE,77279,1,1
H1,15.96,62,19,690.92,22,5.89,4.25,BALLOY,77019,1,1
H1,15.73,62,19,697.92,22,5.94,4.3,MONTIGNY-LE-GUESDIER,77310,1,1
H1,15.54,63,19,702.1,22,6.02,4.3,VILLUIS,77523,1,1
H1,15.29,63,19,715.8,22,6.03,4.3,TRAINEL,10382,1,1
H1,15.28,65,20,721.85,21,6.04,3.96,CHARMOY,10085,0,0
H1,15.25,66,21,718.04,21,6.05,3.81,SAINT-LUPIEN,10348,0,0
H1,15.15,66,21,719.2,20,6.11,4.04,PRUNAY-BELLEVILLE,10308,0,0
H1,15.29,66,21,713.33,20,6.04,3.99,LE PAVILLON-SAINTE-JULIE,10281,0,0
H1,15.44,66,21,705.43,20,6.0,4.03,MERGEY,10230,0,0
H1,15.02,66,21,720.76,21,6.08,4.01,VAILLY,10391,0,0
H1,15.07,66,21,718.64,21,6.07,4.04,BOUY-LUXEMBOURG,10056,0,0
H1,15.38,69,22,710.93,21,5.96,4.07,PINEY,10287,0,0
H1,15.71,71,23,785.48,21,6.58,4.13,BLAINCOURT-SUR-AUBE,10046,0,0
H1,15.63,69,23,786.53,20,6.64,4.27,BRIENNE-LA-VIEILLE,10063,0,0
H1,15.46,70,24,794.99,20,6.66,4.1,LA CHAISE,10072,0,0
H1,15.14,70,24,881.75,20,7.5,4.17,TREMILLY,52495,0,0
H1,14.94,73,25,999.39,19,8.52,4.2,DOULEVANT-LE-CHATEAU,52178,0,0
H1,14.45,74,25,1024.82,19,8.82,4.08,CHARMES-LA-GRANDE,52110,0,0
H1,14.35,74,25,1023.12,19,8.81,4.0,ROUVROY-SUR-MARNE,52440,0,0
H1,14.66,74,25,1000.91,19,8.64,3.94,DOULAINCOURT-SAUCOURT,52177,0,0
H1,13.9,73,25,1033.69,19,8.8,3.95,EPIZON,52187,0,0
H1,13.46,73,24,994.36,19,8.48,3.87,CHAMBRONCOURT,52097,0,0
H1,13.48,73,25,993.62,19,8.46,4.47,AILLIANVILLE,52003,0,0
H1,13.95,74,26,973.66,19,8.25,3.87,MONT-LES-NEUFCHATEAU,88308,0,0
H1,13.68,73,26,983.61,19,8.34,3.97,REBEUVILLE,88376,0,0
H1,13.82,73,26,978.5,20,8.37,4.02,VOUXEY,88523,0,0
H1,13.91,73,26,982.14,19,8.32,4.3,SAINT-PRANCHER,88433,0,0
H1,14.14,74,27,981.15,19,8.41,4.48,JUVAINCOURT,88257,0,0
H1,14.21,74,26,984.82,20,8.41,4.19,CHAUFFECOURT,88097,0,0
H1,14.0,74,26,999.61,20,8.54,4.35,VARMONZEY,88493,0,0
H1,14.34,76,27,1107.74,19,9.51,4.25,CHATEL-SUR-MOSELLE,88094,0,0
H1,14.27,76,27,1110.93,19,9.5,4.38,HADIGNY-LES-VERRIERES,88224,0,0
H1,14.47,76,27,1102.68,19,9.45,4.6,VOMECOURT,88521,0,0
H1,13.97,76,27,1127.01,19,9.64,4.5,HOUSSERAS,88243,0,0
H1,13.56,78,28,1543.86,17,13.18,4.81,LA BOURGONCE,88068,0,0
H1,13.88,78,29,1515.21,17,12.78,4.58,SAINT-DIE-DES-VOSGES,88413,0,0
H1,13.34,77,28,1564.93,17,13.34,4.81,NEUVILLERS-SUR-FAVE,88326,0,0
H1,12.54,78,29,1648.43,17,14.19,4.79,LUSSE,88276,0,0
H1,12.82,73,26,1302.33,16,10.78,4.8,ROMBACH-LE-FRANC,68283,0,0
H1,13.85,74,25,791.31,19,6.64,4.68,CHATENOIS,67073,0,0
H1,15.25,73,24,728.93,20,6.17,4.63,SELESTAT,67462,0,0
H1,15.36,73,23,732.53,20,6.1,4.52,HILSENHEIM,67196,0,0
H1,15.35,73,24,733.22,21,6.03,4.68,RHINAU,67397,0,0
H1,15.68,29,7,814.33,25,6.89,4.5,CAMARET-SUR-MER,29022,1,1
H1,15.35,28,7,824.15,25,7.04,4.65,CROZON,29042,1,1
H1,15.36,29,7,825.64,25,7.02,4.47,LANVEOC,29120,1,1
H1,15.15,28,7,832.47,25,7.08,4.29,LANDEVENNEC,29104,1,1
H1,15.54,36,10,1048.84,22,8.95,4.23,ROSNOEN,29240,1,1
H1,15.28,42,11,1192.18,21,10.0,4.44,PONT-DE-BUIS-LES-QUIMERCH,29302,1,1
H1,15.2,43,10,1193.95,21,9.94,4.37,BRASPARTS,29016,1,1
H1,14.82,42,10,1222.38,20,10.27,4.17,PLONEVEZ-DU-FAOU,29175,1,1
H1,15.04,42,10,1197.0,20,10.14,4.49,COLLOREC,29036,1,1
H1,15.14,42,10,1191.07,20,10.07,4.24,POULLAOUEN,29227,1,1
H1,15.06,42,10,1195.72,20,10.11,4.24,CARNOET,22031,1,1
H1,14.9,42,10,1018.49,22,8.49,4.2,LOCARN,22128,1,1
H1,14.22,42,10,1066.66,21,8.76,4.2,KERGRIST-MOELOU,22087,1,1
H1,14.36,42,10,1059.37,21,8.69,4.2,LANRIVAIN,22115,1,1
H1,14.42,41,9,1064.39,20,8.69,4.38,CANIHUEL,22029,1,1
H1,14.38,41,9,1061.53,21,8.79,4.4,LE HAUT-CORLAY,22074,1,1
H1,14.34,41,9,1063.82,21,8.8,4.38,LANFAINS,22099,1,1
H1,14.48,41,8,905.63,22,7.54,4.27,PLŒUC-L'HERMITAGE,22203,1,1
H1,14.67,41,8,899.17,22,7.48,4.18,PLEMY,22184,1,1
H1,14.93,41,8,882.32,22,7.34,4.18,TREBRY,22345,1,1
H1,15.2,41,7,875.71,21,7.25,4.27,PENGUILY,22165,1,1
H1,15.75,46,8,767.72,22,6.38,4.33,PLENEE-JUGON,22185,1,1
H1,15.66,45,8,772.66,22,6.38,4.17,MEGRIT,22145,1,1
H1,15.53,45,9,774.91,22,6.49,4.17,PLUMAUDAN,22239,1,1
H1,15.95,45,9,757.65,22,6.33,4.2,SAINT-JUVAT,22308,1,1
H1,15.96,45,9,747.4,23,6.24,4.33,TREVERIEN,35345,1,1
H1,15.89,47,9,740.65,25,6.38,4.31,LA CHAPELLE-AUX-FILTZMEENS,35056,1,1
H1,15.66,47,9,748.89,25,6.46,4.31,COMBOURG,35085,1,1
H1,15.74,47,9,748.29,24,6.44,4.56,MARCILLE-RAOUL,35164,1,1
H1,15.81,46,10,750.5,24,6.47,4.85,VAL-COUESNON,35004,1,1
H1,15.38,48,11,846.67,22,7.29,4.45,MAEN ROCH,35257,1,1
H1,15.13,48,11,865.66,22,7.44,4.46,SAINT-GERMAIN-EN-COGLES,35273,1,1
H1,15.0,48,11,874.14,22,7.52,4.46,LANDEAN,35142,1,1
